,Year,Distance,Type,Stage,Temperature,Precipitation,Humidity,Wind Speed,Relative Wind Speed,Average_speed
292,1993,199.5,1,18.0,20.1,1.0,78.57,14.8,14.661455258237865,38.7295081967213
293,1993,48.0,0,19.0,21.6,0.0,65.01,22.3,16.99478854467147,50.4967855055523
294,1993,227.5,1,2.0,18.2,0.0,75.43,37.7,13.314247235103636,40.011725047633
295,1993,196.5,1,20.0,16.8,2.76,68.19,30.6,12.14209424166352,36.0183299389002
296,1993,189.5,1,3.0,15.3,0.0,72.17,31.7,22.952586149712207,40.3358363389109
297,1993,225.5,1,5.0,17.0,0.0,66.84,14.8,12.602822230823946,43.3723353101459
298,1993,158.0,1,6.0,17.1,1.4,68.94,31.3,28.03736682335906,49.41789748045179
299,1993,199.0,1,7.0,16.2,0.0,54.27,31.3,25.735798525041844,44.5217823628115
300,1993,184.5,1,8.0,14.1,4.0,57.41,19.2,17.0609484537355,42.1901797624341
301,1993,59.0,0,9.0,15.5,29.4,75.18,14.8,0.08222222222222222,48.604118993135
302,1994,7.2,0,0.0,23.7,0.0,68.05,18.1,0.10055555555555556,55.2665245202559
303,1994,234.0,1,1.0,19.6,0.0,78.97,10.0,2.4747022096756837,40.5467847516365
304,1994,160.5,1,10.0,23.7,0.0,70.71,11.2,7.559478371682134,44.137193491711905
305,1994,263.5,3,11.0,18.9,0.6,89.61,11.2,3.503596150993551,37.8169350980705
306,1994,204.5,3,12.0,24.1,0.0,72.52,14.8,3.115286062700031,33.294138929088305
307,1994,223.0,1,13.0,26.2,0.0,63.53,25.9,13.655837523540853,42.503176620076204
308,1994,202.0,1,14.0,25.7,0.0,76.89,25.6,7.608696404829626,38.9627089584226
309,1994,231.0,3,15.0,26.5,0.4,63.61,18.4,12.684563325792833,35.3586462009439
310,1994,224.5,3,16.0,20.1,9.4,80.09,13.2,8.54563541161527,36.7280163599182
311,1994,149.0,3,17.0,19.5,5.86,61.94,19.5,13.727719475032023,28.483432455395103
312,1994,174.5,3,18.0,20.2,0.0,70.2,24.1,16.46666686758375,35.817321398027296
313,1994,47.5,3,19.0,22.6,0.0,64.59,16.5,10.316059627793322,34.3442458324965
314,1994,203.5,1,2.0,8.6,0.0,76.91,20.1,8.72498597681237,39.945474372955296
315,1994,208.5,2,20.0,20.2,3.0,75.23,12.8,10.400888695409495,35.6799923943528
316,1994,175.0,1,21.0,25.1,0.1,62.74,35.0,6.008333333333334,37.028329610908706
317,1994,204.5,1,4.0,14.7,0.0,85.44,25.6,7.78127430371886,39.2158951685932
318,1994,187.0,1,5.0,15.9,0.0,77.3,28.9,9.9705,44.7338693600904
319,1994,270.5,1,6.0,16.5,0.41,72.92,26.1,4.489311277980714,38.7551239702312
320,1994,259.5,1,7.0,17.0,0.0,63.93,11.2,6.751017931604539,43.633815973844
321,1994,218.5,1,8.0,20.3,0.0,65.8,12.6,3.894426790472687,42.3654871546292
322,1994,64.0,0,9.0,22.0,0.0,66.35,7.6,1.8489280547246139,50.548486178148295
323,1995,7.3,0,0.0,19.1,1.0,80.31,30.9,8.068333333333333,48.6666666666667
324,1995,233.5,1,1.0,15.9,24.01,96.72,14.8,7.948381200339776,40.1087890065846
325,1995,162.5,3,10.0,21.6,2.11,70.29,13.4,2.431069040656056,31.1269554113015
326,1995,199.0,2,11.0,23.5,0.2,61.69,22.3,15.289534126918966,42.153574580759
328,1995,245.0,1,13.0,23.2,0.0,64.19,24.0,11.433839196245586,41.91019244476121
329,1995,164.0,3,14.0,19.0,0.2,87.72,11.2,4.664369648266221,36.5618033192965
330,1995,206.0,3,15.0,21.8,0.0,71.81,9.4,7.341578530586533,32.4579831932773
331,1995,246.0,1,17.0,26.8,0.0,61.95,22.3,22.02206822018369,37.8639531403651
332,1995,166.5,1,18.0,25.4,0.5,75.18,18.4,18.160225440555866,43.8382213120749
333,1995,46.5,0,19.0,22.7,0.6,70.14,31.3,7.320722222222222,48.4655471916618
334,1995,235.5,1,2.0,17.6,19.0,76.53,18.4,15.984910655813934,43.266139321255395
335,1995,155.0,1,20.0,18.3,0.0,58.28,15.2,6.1330728241822605,42.3176095859245
336,1995,162.0,1,4.0,16.5,0.0,84.95,25.8,9.363151599130685,44.1049686152915
337,1995,261.0,1,5.0,16.4,0.0,77.53,25.9,25.667583027564575,44.518146498626
338,1995,202.0,1,6.0,18.8,0.0,73.83,10.8,7.778882247981228,44.7315002768038
339,1995,203.0,2,7.0,22.9,7.0,66.06,13.9,0.9536433786168005,42.257430322655296
340,1995,54.0,0,8.0,24.9,0.0,60.48,14.4,5.0198222584944405,50.4149377593361
341,1995,160.0,3,9.0,22.4,9.91,76.17,25.9,13.9507052113365,34.127266263775304
342,1996,9.4,0,0.0,13.6,0.84,89.75,26.4,11.02933333333333,51.822358346094894
343,1996,209.0,1,1.0,14.5,1.33,83.69,27.1,9.771055555555556,41.797677906783
344,1996,208.5,2,10.0,13.7,0.0,55.56,20.1,6.665367741933368,40.594916170903204
345,1996,202.0,2,11.0,22.6,0.0,70.06,18.4,1.9332689631081348,39.1979301423027
346,1996,143.5,2,12.0,17.6,0.0,68.73,18.1,14.96038736137285,26.145047826307
347,1996,177.0,2,13.0,20.7,0.0,68.41,13.0,12.534576336145479,43.536485378518705
348,1996,186.5,2,14.0,22.2,0.0,68.37,9.4,8.549636862480153,45.398607072824404
349,1996,176.0,1,15.0,25.0,0.0,63.7,11.2,1.51017291341948,44.9616803860346
350,1996,199.0,3,16.0,25.4,0.0,62.79,27.7,3.8632056535384525,40.3015301530153
351,1996,262.0,3,17.0,26.6,0.0,56.56,22.2,14.666852685914861,36.8034961760574
352,1996,154.5,2,18.0,23.0,0.0,79.24,18.4,9.121775248412542,36.927366883548004
353,1996,226.5,1,19.0,24.1,0.0,54.17,20.2,13.521607514535555,41.7918097483471
354,1996,247.5,1,2.0,14.6,0.5,76.1,41.5,1.4129887758847293,38.1388579744885
355,1996,63.5,0,20.0,23.6,0.0,50.2,14.8,4.138952792647175,50.4524387552417
356,1996,147.5,1,21.0,22.7,0.0,37.02,14.8,8.640196076310618,41.996203732995895
357,1996,195.0,1,3.0,15.2,0.5,64.76,21.2,7.205579011038905,35.524517989980296
358,1996,232.0,1,4.0,19.8,6.6,70.43,20.5,1.2530704052061423,40.484730974309294
359,1996,242.0,1,5.0,19.6,2.21,78.92,29.5,25.82811400594043,42.2297624818226
360,1996,207.0,2,6.0,17.8,33.15,87.9,25.4,1.8296511185801256,40.6369287817646
361,1996,200.0,3,7.0,23.7,0.0,57.38,29.5,16.530168563510458,34.5456290183284
362,1996,30.5,0,8.0,16.2,6.0,84.76,24.1,13.697462397475757,35.2714423385802
363,1996,46.0,3,9.0,16.3,17.59,66.93,28.6,23.54892504795569,39.0197926484449
364,1997,7.3,0,0.0,15.6,1.0,80.25,27.7,20.0825,52.56
365,1997,192.0,1,1.0,16.5,0.3,78.23,18.4,14.265050421128137,41.14530626823029
366,1997,252.5,3,10.0,21.7,0.0,78.82,7.6,2.9707346792839946,32.5037545591075
367,1997,192.0,2,11.0,24.4,0.0,66.65,25.9,7.54745777119145,37.760174815624104
368,1997,55.0,0,12.0,17.8,5.0,72.41,27.0,15.299999999999999,43.1937172774869
369,1997,203.5,3,13.0,16.7,1.96,73.96,22.3,3.1851119521660416,40.33696729435079
370,1997,148.0,3,14.0,19.1,0.0,51.64,19.3,18.08803937964097,32.377248420029204
371,1997,208.5,3,15.0,16.8,0.0,62.46,16.6,16.016032940597242,35.0158611681284
372,1997,181.0,2,16.0,17.8,0.0,68.17,14.8,12.588639298714899,40.194929368947
373,1997,218.5,1,17.0,19.6,0.0,81.82,14.8,13.790714440521452,44.4959837085643
374,1997,175.5,2,18.0,20.6,7.0,76.17,12.5,0.8250996051079006,39.7658610271903
375,1997,172.0,1,19.0,17.8,3.4,80.18,24.1,3.535300894565375,42.419675275741604
376,1997,262.0,1,2.0,18.4,0.2,78.71,20.5,2.5476428251220207,40.5381011733356
377,1997,63.0,0,20.0,19.6,0.0,76.74,17.7,7.001333333333332,49.7695852534562
378,1997,149.5,1,21.0,21.0,0.0,67.64,19.9,12.205333333333328,38.2352941176471
379,1997,224.0,1,3.0,22.1,0.0,66.0,22.3,18.908688016580843,45.628925479545096
380,1997,223.0,1,4.0,22.6,0.0,61.88,20.5,8.194061072001908,38.5924430343236
381,1997,261.5,1,5.0,22.2,3.0,64.32,14.8,1.793940971293248,41.6474960184038
382,1997,217.5,1,6.0,21.0,4.0,68.28,19.8,10.049207652252546,36.4372469635628
383,1997,194.0,1,7.0,20.2,0.0,73.58,14.8,12.757624872497356,46.3283582089552
384,1997,161.5,1,8.0,22.3,10.4,71.31,28.7,13.417161992910602,47.8046373951653
385,1997,182.0,3,9.0,20.0,0.6,88.41,13.0,5.972014579260783,33.6051700261579
386,1998,5.6,0,0.0,13.2,0.41,92.13,14.7,0.9718333333333339,54.1935483870968
387,1998,180.5,1,1.0,14.7,0.99,87.14,23.6,7.958444444444443,40.116063711569296
388,1998,196.5,3,10.0,22.2,8.13,88.83,31.3,0.5494797253919523,33.7178265014299
389,1998,170.0,3,11.0,21.4,0.0,61.58,12.7,9.939869751248649,32.3347598668569
390,1998,222.0,1,12.0,28.4,0.0,46.42,31.2,27.26448501844708,52.6794542218707
391,1998,196.0,1,13.0,27.5,0.0,45.41,30.4,16.575461829455783,43.1137724550898
392,1998,186.5,2,14.0,24.5,0.0,53.15,18.5,16.970972482649085,41.3092967452163
393,1998,189.0,3,15.0,19.1,23.95,87.76,25.8,6.252902330962561,32.9890909090909
394,1998,204.0,3,16.0,26.0,0.0,83.47,18.7,6.137826898505281,36.02295580517
395,1998,218.5,2,18.0,21.6,0.0,60.39,30.9,24.244385183059617,44.6754131879366
396,1998,242.0,1,19.0,17.9,0.2,64.83,16.4,2.8949723052370766,46.8034812506715
397,1998,205.5,1,2.0,13.3,0.2,74.44,18.4,4.703477928844577,35.7218734910671
398,1998,52.0,0,20.0,15.5,18.98,79.39,18.4,16.452699262519484,48.8517745302714
399,1998,147.5,1,21.0,16.2,30.8,86.41,24.1,21.904880133759324,39.4033837934105
400,1998,169.0,1,3.0,15.2,0.0,77.48,29.5,19.321889710088303,47.4719101123595
401,1998,252.0,1,4.0,15.8,0.2,72.69,24.1,20.172089615750362,43.3817903596021
402,1998,228.5,1,5.0,17.5,0.4,74.86,35.3,25.8834263803391,43.00277066234511
403,1998,204.5,1,6.0,19.9,0.2,73.58,16.6,4.832186825714162,40.1592843115863
404,1998,58.0,0,7.0,21.6,0.2,67.2,11.2,4.991988566194786,46.1436464088398
405,1998,190.5,1,8.0,26.6,0.0,56.56,24.2,6.0684699839625855,40.688223079204995
406,1998,210.0,1,9.0,24.7,1.2,74.29,30.2,7.653219230161218,39.231966787753
407,1999,6.8,0,0.0,18.8,0.0,84.89,24.4,7.319999999999999,50.7883817427386
408,1999,208.0,1,1.0,17.1,15.09,91.05,12.6,0.9078730345758492,42.1194735065812
409,1999,220.5,3,10.0,19.6,6.02,73.47,15.2,10.662924375912246,32.8682042151464
410,1999,198.5,2,11.0,18.5,0.0,71.06,17.1,13.415261595081363,43.4592227695676
411,1999,201.5,2,12.0,17.8,0.0,73.12,16.5,1.4232497805498643,41.145774248440205
412,1999,236.5,2,13.0,23.0,0.0,58.33,24.1,7.808313781387001,40.2267895109851
413,1999,199.0,1,14.0,20.5,18.0,85.49,19.0,0.7931936296643894,42.952215360633105
414,1999,173.0,3,15.0,21.1,0.0,82.17,18.4,4.375252585859785,32.4560946375528
415,1999,192.0,3,16.0,21.5,0.2,82.55,13.0,1.072152250620608,36.3273243285857
416,1999,200.0,1,17.0,18.5,0.0,61.28,22.3,6.842641579320459,45.7171883929138
417,1999,187.5,1,18.0,16.7,0.0,67.17,20.5,12.468432256745643,43.6525900536765
418,1999,57.0,0,19.0,18.2,0.0,57.81,29.6,10.244888888888891,50.0854283622163
419,1999,176.0,1,2.0,18.1,15.21,81.46,25.7,16.082239379816755,46.822347029264
420,1999,143.5,1,20.0,22.9,0.0,58.26,22.3,6.493827216355272,39.5589248793935
421,1999,194.5,1,3.0,22.2,12.26,78.7,31.8,18.246987641878604,43.3104472072741
422,1999,194.5,1,4.0,17.4,0.2,78.5,18.8,11.187039931203019,50.3559870550162
423,1999,233.5,1,5.0,18.7,0.2,77.73,20.7,9.793365412209422,41.6385971864474
424,1999,171.5,1,6.0,18.5,0.0,75.92,20.4,3.605110643431156,40.9715309575951
425,1999,227.0,1,7.0,20.2,0.0,68.83,23.9,5.992933369236443,41.6534991589785
426,1999,56.5,0,8.0,23.0,0.8,69.34,25.9,11.453555555555559,49.4169096209913
427,1999,213.5,3,9.0,19.3,7.6,70.38,13.9,0.2684665038320583,35.8639354206523
428,2000,16.5,0,1.0,19.3,2.32,77.91,14.8,6.092666666666666,51.968503937007895
429,2000,205.0,3,10.0,15.3,16.7,89.72,25.4,16.521654749444796,33.2852246076132
430,2000,218.5,2,11.0,15.0,11.16,76.92,31.5,27.55860855187559,42.873494304245895
431,2000,149.0,3,12.0,12.1,2.82,81.32,20.0,9.54486518918958,35.033635948011195
432,2000,185.5,1,13.0,21.9,0.0,49.43,44.7,41.1667687845875,45.796187079961605
433,2000,249.5,3,14.0,12.6,0.0,59.99,29.5,25.375698666324258,31.4352710600917
434,2000,173.5,3,15.0,12.1,0.2,66.17,11.6,9.949446791965066,31.096285970327603
435,2000,196.5,3,16.0,16.2,0.0,68.67,16.2,14.780895563995468,35.4764292878636
436,2000,155.0,2,17.0,15.2,0.0,68.31,13.1,12.134545187250321,45.3916863255511
437,2000,246.5,1,18.0,16.5,0.0,68.99,13.4,10.107922386417494,40.162932790224
438,2000,58.5,0,19.0,17.4,0.2,70.37,12.8,7.73299566860749,53.9861573955396
439,2000,194.0,1,2.0,18.8,2.49,79.97,22.5,14.965416199512758,40.680335507921704
440,2000,254.5,1,20.0,18.9,0.0,65.77,18.3,15.972158706938119,40.805237607446706
441,2000,138.0,1,21.0,20.9,0.0,62.82,19.4,12.890222222222224,42.9906542056075
442,2000,161.5,1,3.0,17.5,5.58,81.62,28.5,8.9185712965263,44.480146890061995
443,2000,202.0,1,5.0,17.8,1.4,75.39,25.9,24.594939167817298,46.7803152138951
444,2000,198.5,1,6.0,19.8,0.0,67.0,25.9,0.963606176263803,44.4237224916076
445,2000,205.5,1,7.0,18.2,13.34,82.61,29.3,11.297028823245169,39.559381851237895
446,2000,203.5,1,8.0,19.3,0.0,66.37,26.8,15.534508165256586,46.561586373458795
447,2000,181.0,1,9.0,18.2,1.6,77.06,19.5,1.9615981312518376,40.3567447045708
448,2001,8.2,0,0.0,17.8,56.96,94.24,29.2,14.324222222222224,52.71428571428571
449,2001,194.5,1,1.0,18.3,0.0,82.56,18.4,6.644661091977387,39.525825571549504
450,2001,209.0,3,10.0,16.4,0.7,70.11,22.3,1.1678581710155296,32.674686237894605
451,2001,32.0,0,11.0,16.9,22.13,76.94,20.3,5.033258786411083,28.4655300222387
452,2001,166.5,3,12.0,16.5,3.69,68.8,32.2,5.0310662858045125,32.9087515098276
453,2001,194.0,3,13.0,17.2,0.0,70.58,10.1,7.135619099832721,33.8011809118188
454,2001,141.5,3,14.0,21.5,0.0,69.72,25.1,8.456858296612566,32.0982986767486
455,2001,232.5,1,15.0,22.6,0.8,75.72,15.0,14.912968300694931,44.0967283072546
456,2001,229.5,1,16.0,22.2,4.0,68.11,12.8,10.833090422051235,42.086495848403004
457,2001,194.0,1,17.0,23.5,0.0,65.44,9.6,9.009259319318604,45.899053627760296
458,2001,61.0,0,18.0,23.5,27.56,72.82,28.4,25.608174133044983,49.2818671454219
459,2001,149.5,1,19.0,22.8,2.7,77.19,12.4,8.750823847047279,46.6095089633671
460,2001,220.5,1,2.0,17.9,0.2,72.44,20.2,18.058278556070256,47.9724421345259
461,2001,160.5,1,20.0,24.2,0.0,57.88,14.6,7.690108007934037,40.5530600786075
462,2001,198.5,1,3.0,19.0,0.7,71.32,31.8,13.734197839940402,43.382710053424
463,2001,215.0,1,4.0,18.0,9.27,63.99,43.2,16.384844735319177,40.589438355446
464,2001,211.5,1,6.0,18.2,18.77,79.04,18.9,12.60427761883032,43.66076036469979
465,2001,162.5,2,7.0,18.7,26.88,88.9,25.7,2.3974283612627785,39.6234082904362
466,2001,222.5,1,8.0,10.4,43.88,93.62,24.8,7.5972897953733955,44.6040761777481
467,2001,185.0,1,9.0,15.4,28.9,76.02,22.2,5.705462996575942,46.6778805719092
468,2002,7.0,0,0.0,14.8,4.3,83.89,14.7,3.568833333333332,45.985401459854
469,2002,192.5,1,1.0,17.2,0.0,72.62,18.2,5.5813333333333315,39.928554966582205
470,2002,147.0,1,10.0,19.2,0.0,80.38,18.0,9.135503525122255,48.9320388349515
471,2002,158.0,3,11.0,20.2,0.35,73.22,13.8,0.0961482983817526,36.190112616911605
472,2002,199.5,3,12.0,16.9,0.0,65.19,14.2,5.0204889403607895,33.2054186508854
473,2002,171.0,1,13.0,21.8,0.7,72.8,18.3,4.046375251522927,41.320982682239205
474,2002,221.0,3,14.0,22.4,1.6,63.73,37.1,36.45657828397014,38.6101135591575
475,2002,226.5,2,15.0,20.8,0.0,53.88,16.1,11.180827837066417,38.252955526365206
476,2002,179.5,3,16.0,18.4,2.2,70.81,20.7,3.906997999571282,30.905351762399
477,2002,142.0,3,17.0,18.2,0.0,63.26,16.2,9.298106738230855,35.141266240461995
478,2002,176.5,2,18.0,19.5,0.0,71.37,22.4,13.418911946119378,39.4462378942141
479,2002,50.0,0,19.0,27.7,0.0,75.77,16.2,3.384926375872403,46.9973890339426
480,2002,181.0,1,2.0,20.8,0.0,62.97,19.4,5.737847527734916,41.793342312872795
481,2002,144.0,1,20.0,27.6,0.0,51.95,17.8,17.36537481525239,40.989958092828296
482,2002,174.5,1,3.0,20.0,3.9,76.38,29.5,15.11493691982971,41.282775842807396
483,2002,195.0,1,5.0,14.1,4.69,80.7,18.3,5.879574889494147,46.1447446263064
484,2002,199.5,1,6.0,15.7,0.9,78.73,14.8,0.7226256840705125,45.4931272566035
485,2002,176.0,1,7.0,16.4,1.0,71.15,25.9,7.903578892087669,42.0828905419766
486,2002,217.5,1,8.0,16.2,0.2,82.01,25.0,0.7829020329315819,47.1346014928967
487,2002,52.0,0,9.0,18.2,0.1,71.54,22.7,18.176161235531286,50.0668627975395
488,2003,6.5,0,0.0,17.6,0.0,63.01,12.1,7.300333333333335,52.4663677130045
489,2003,168.0,1,1.0,18.2,0.3,71.34,12.4,10.268613115528586,44.8897795591182
490,2003,219.5,1,10.0,26.4,0.2,60.28,32.8,10.700150628032635,42.5456307543208
491,2003,153.5,1,11.0,22.4,0.0,52.51,18.3,0.33202095673704474,43.95132426628489
492,2003,47.0,0,12.0,25.3,0.0,38.27,18.4,10.326025438351317,48.1776765375854
493,2003,197.5,3,13.0,24.6,0.0,45.61,11.1,6.442950814274899,37.4841838886546
494,2003,191.5,3,14.0,23.1,0.0,68.46,11.2,2.3704982107413817,34.6223382884693
495,2003,159.5,3,15.0,21.1,0.0,76.69,20.7,6.0377446695728665,35.518990473834
496,2003,197.5,3,16.0,24.0,7.47,85.31,16.4,6.588302403451951,39.5417385017519
497,2003,181.0,1,17.0,20.6,1.6,75.06,21.8,15.003460127760372,46.3343525563536
498,2003,203.5,1,18.0,18.5,1.11,84.44,29.5,26.541734617014157,50.18495684340321
499,2003,49.0,0,19.0,18.5,42.23,95.02,29.6,22.52213403277248,54.36055469953779
500,2003,204.5,1,2.0,17.0,0.2,75.7,10.8,10.799359761913147,40.0260968846844
501,2003,152.0,1,20.0,19.2,2.15,76.5,18.7,18.22052541890401,41.6787264833575
502,2003,167.5,1,3.0,20.1,0.0,64.07,14.8,0.5967233435055793,48.39874789308929
503,2003,196.5,1,5.0,22.1,0.0,62.05,11.2,1.1937530905849214,47.200907453126
504,2003,230.0,1,6.0,26.0,0.0,40.6,28.8,7.053621429128029,44.7204968944099
505,2003,230.5,3,7.0,23.4,0.0,53.7,13.0,10.529837584625817,37.7817238082229
506,2003,219.0,3,8.0,25.6,0.8,48.07,16.5,3.5303845619259038,36.755244755244796
507,2003,184.5,3,9.0,25.2,0.0,43.04,22.3,2.2249566470645976,36.65562913907279
508,2004,6.1,0,0.0,14.4,1.45,72.36,29.2,9.295333333333335,53.5609756097561
509,2004,202.5,1,1.0,13.8,2.0,77.0,24.7,4.2435645735317395,43.3180818824648
510,2004,237.0,2,10.0,14.3,0.0,59.92,16.5,11.534143266659461,39.4561598224195
511,2004,164.0,2,11.0,19.6,0.0,61.02,12.9,0.502072069233939,41.8782806071783
512,2004,197.5,3,12.0,21.7,0.56,70.72,22.8,6.967290112344131,38.98453777826521
513,2004,205.5,3,13.0,21.9,3.31,72.4,22.4,14.764088970084,33.8147911143615
514,2004,192.5,1,14.0,22.7,0.0,56.39,18.4,7.171635694094536,44.675090252707605
515,2004,180.5,3,15.0,23.6,0.23,60.75,22.3,21.048164407619733,38.609625668449205
516,2004,15.5,0,16.0,23.7,1.8,64.45,15.8,12.65308546682612,23.4355312893742
517,2004,204.5,3,17.0,24.1,0.0,62.9,7.4,6.955414017746069,32.9956973825744
518,2004,166.5,2,18.0,23.0,10.64,63.19,20.2,14.779917338174117,40.934234787953294
519,2004,55.0,0,19.0,19.7,18.71,85.15,18.3,3.2736666666666654,49.3888750311798
520,2004,197.0,1,2.0,16.1,2.48,75.6,15.7,14.872649027740119,45.69882080030929
521,2004,163.0,1,20.0,18.6,0.0,63.04,17.8,0.9496283293624724,39.366697973970204
522,2004,210.0,1,3.0,16.8,0.0,66.45,17.9,9.721571985782996,45.52845528455279
523,2004,200.5,1,5.0,14.4,3.42,81.47,35.3,4.906459088356307,39.31800849765771
524,2004,196.0,1,6.0,14.9,0.4,70.23,25.9,3.4048834680631153,42.9693684915657
525,2004,204.5,1,7.0,13.1,0.0,76.11,25.8,7.152966256321114,45.182275684301004
526,2004,168.0,1,8.0,14.2,11.73,87.32,29.4,7.227163457008447,43.0095292277059
527,2004,160.5,1,9.0,14.6,0.0,66.43,15.1,8.39173122542885,45.2289628180039
528,2005,19.0,0,1.0,18.8,0.0,84.78,23.5,11.26266964566051,54.6762589928058
529,2005,177.0,3,10.0,18.0,1.91,68.2,14.7,13.166046442067424,36.5471752222541
530,2005,173.0,3,11.0,19.1,12.49,65.07,18.1,5.297965169872597,36.0876115424731
531,2005,187.0,2,12.0,22.3,0.21,59.41,24.4,5.10274407720129,43.137254901960794
532,2005,173.5,1,13.0,23.0,0.0,80.27,25.1,23.813633008575515,46.6328206659698
533,2005,220.5,3,14.0,24.1,0.0,58.95,19.2,12.89901001030946,38.4910051883819
534,2005,205.5,3,15.0,20.1,0.0,83.45,14.8,3.8842848830776715,33.630330030002696
535,2005,180.5,3,16.0,19.8,0.01,74.75,18.1,13.658156228719086,38.863636363636395
536,2005,239.5,1,17.0,23.0,0.0,49.62,21.3,18.6910185035199,42.1016651203672
537,2005,189.0,2,18.0,23.0,0.0,79.91,13.0,6.811972305175696,40.850144092219
538,2005,153.5,2,19.0,18.6,0.0,56.55,22.2,11.845007070072462,43.2259073842303
539,2005,181.5,1,2.0,23.3,9.65,66.65,10.5,7.373684037865425,47.0376502771579
540,2005,55.5,0,20.0,19.6,0.0,54.7,14.2,0.3944444444444444,46.4003715745471
541,2005,144.5,1,21.0,19.0,1.37,82.84,18.7,15.790361245547851,39.239646978954504
542,2005,212.5,1,3.0,17.7,28.97,72.19,29.5,21.483331661138006,46.17055947854429
543,2005,183.0,1,5.0,16.3,1.58,78.79,24.6,23.387190883443917,48.584070796460196
544,2005,199.0,1,6.0,13.9,12.29,79.54,22.5,20.44946648139457,47.2185605061956
545,2005,228.5,1,7.0,14.7,1.0,79.27,16.7,8.091133662381399,45.1358024691358
546,2005,231.5,2,8.0,15.2,3.78,82.79,10.2,3.6975590577677964,45.70582428430411
547,2005,171.0,2,9.0,17.2,6.15,79.53,18.6,5.968445888645395,41.315436241610705
548,2006,7.1,0,0.0,22.7,0.0,61.51,28.0,4.946666666666668,51.428571428571395
549,2006,184.5,1,1.0,23.2,0.0,54.37,27.7,19.851666666666667,44.28
550,2006,190.5,3,10.0,21.9,0.0,83.67,17.1,16.32832366428837,39.5273775216138
551,2006,206.5,3,11.0,29.5,0.0,49.55,25.8,6.426030540040422,33.81396406640889
552,2006,211.5,2,12.0,26.1,8.93,64.45,26.0,11.790840675496872,46.151048611953
553,2006,230.0,1,13.0,24.7,20.81,73.64,18.2,5.822569013651821,42.5138632162662
554,2006,180.5,2,14.0,22.2,15.37,63.3,21.3,6.356440382404262,42.5735438642469
555,2006,187.0,3,15.0,22.5,0.46,65.67,8.7,7.117558736287514,38.376467905598
556,2006,182.0,3,16.0,24.4,0.05,61.67,13.9,12.064783122612813,32.493552866494696
557,2006,200.5,3,17.0,23.9,2.0,60.28,22.3,21.227524445720224,37.1755253399258
558,2006,200.5,3,17.0,23.9,2.0,60.28,22.3,21.227524445720224,36.532037655633204
559,2006,197.0,1,18.0,29.5,0.0,58.07,18.0,13.642843325101056,46.1268292682927
560,2006,57.0,0,19.0,25.9,0.13,55.41,18.3,3.5187360478446483,50.479704797047994
561,2006,228.5,1,2.0,22.8,0.0,49.71,21.6,13.800013068671918,40.775255279072105
562,2006,154.5,1,20.0,24.2,0.0,61.96,11.2,7.73075916296137,39.1359414579229
563,2006,216.5,2,3.0,25.5,0.0,52.54,10.8,7.518771787794684,43.605236656596205
564,2006,207.0,1,4.0,21.5,0.31,77.71,22.3,7.7100237850364985,41.4230127848805
565,2006,225.0,1,5.0,18.9,0.2,86.14,25.5,1.0481951575504203,42.3418714061683
566,2006,189.0,1,6.0,18.8,0.09,80.87,16.7,3.203949027215401,45.308650196444
567,2006,52.0,0,7.0,19.1,0.6,79.63,25.7,4.779308093318755,50.5536051849851
568,2006,181.0,1,8.0,18.6,1.62,88.11,30.2,1.4894939346384606,42.8740623766285
569,2006,169.5,1,9.0,22.9,0.0,80.15,14.8,7.86786102217913,47.2144846796657
570,2007,7.9,0,0.0,17.2,0.0,61.25,22.3,10.406666666666666,53.6603773584906
571,2007,203.0,1,1.0,15.7,0.0,71.2,19.8,13.282228590480855,43.6533062541067
572,2007,229.5,1,10.0,25.5,0.0,55.66,21.6,2.733690170036403,42.9775280898876
573,2007,182.5,1,11.0,22.9,0.0,82.5,15.0,14.838614160119752,48.061448427212895
574,2007,178.5,2,12.0,18.8,0.72,74.21,22.7,0.2234157694574279,40.333919156414794
575,2007,54.0,0,13.0,16.8,14.02,81.62,14.7,2.7195000000000005,48.6730095142714
576,2007,54.0,0,13.0,16.8,14.02,81.62,14.7,2.7195000000000005,47.78761061946901
577,2007,197.0,3,14.0,18.3,0.0,64.37,18.8,17.878691021739517,36.279926335175
578,2007,196.0,3,15.0,18.1,0.65,79.13,23.3,4.392448511382995,35.1604544548535
579,2007,196.0,3,15.0,18.1,0.65,79.13,23.3,4.392448511382995,35.071325612605
580,2007,218.5,3,16.0,12.6,0.0,65.93,44.0,39.25271375207605,34.1985131081257
581,2007,188.5,2,17.0,21.8,0.0,62.46,12.9,10.416239066243474,44.5158750983994
582,2007,211.0,1,18.0,20.5,0.2,71.44,18.4,8.917334782270686,40.380628355749295
583,2007,55.5,0,19.0,20.4,0.0,79.92,25.9,22.929783362677213,53.0818278427205
584,2007,168.5,1,2.0,13.9,9.44,81.59,14.9,14.044424660387868,44.2709093562984
585,2007,146.0,1,20.0,18.2,2.9,73.87,23.7,15.396393296750466,37.9138714563947
586,2007,236.5,1,3.0,13.6,2.86,82.19,21.1,5.743888888888889,35.8107255520505
587,2007,193.0,1,4.0,15.5,0.0,77.74,15.0,5.80122495559056,41.6871662566749
588,2007,182.5,2,5.0,17.4,0.0,70.42,14.8,7.155327023577921,39.2449674451944
